iter	MultiClass
258	0.01332322336
259	0.0132405717
260	0.01319514882
261	0.0131518139
262	0.01306912287
263	0.01303056852
264	0.01300355988
265	0.01296706126
266	0.01287937426
267	0.01281548143
268	0.01277015351
269	0.012694285
270	0.01263404933
271	0.01261669022
272	0.01257085653
273	0.01246288112
274	0.01241055381
275	0.01231372515
276	0.01220694438
277	0.01218845325
278	0.01215166087
279	0.01212355041
280	0.01204768197
281	0.01196208583
282	0.01195264472
283	0.01188776623
284	0.01184778983
285	0.01180051906
286	0.01165630811
287	0.0115914126
288	0.01155591646
289	0.01150527121
290	0.01149268101
291	0.01144495549
292	0.0114241522
293	0.01132660152
294	0.01130636222
295	0.01129519558
296	0.01122805461
297	0.01117101477
298	0.01111592083
299	0.0110394777
300	0.01098628086
301	0.01094396779
302	0.01088082379
303	0.0108057156
304	0.01077358343
305	0.01066813071
306	0.01058654542
307	0.01054117871
308	0.01050375012
309	0.01042263235
310	0.0103605729
311	0.01025893132
312	0.01022207253
313	0.01020196511
314	0.01014927441
315	0.01012833785
316	0.01008514173
317	0.01005000877
318	0.009989666362
319	0.009952378965
320	0.009887259344
321	0.009828730312
322	0.009802869636
323	0.009787746248
324	0.009757389438
325	0.009730130921
326	0.009687507444
327	0.009620731195
328	0.009594185026
329	0.00955486207
330	0.009537002971
331	0.00947371454
332	0.009405241751
333	0.009382241766
334	0.009353677503
335	0.009331263846
336	0.009278839721
337	0.009236137108
338	0.009220550746
339	0.009155050831
340	0.009136846239
341	0.009088662919
342	0.009058128852
343	0.009011107704
344	0.008987307315
345	0.008951672522
346	0.008927294177
347	0.008886157923
348	0.00885648804
349	0.00883363271
350	0.008815163163
351	0.008800649422
352	0.008755715116
353	0.00874175999
354	0.008709298588
355	0.008667159384
356	0.008647044062
357	0.0086223934
358	0.008598314999
359	0.008573933423
360	0.00855033369
361	0.00851090062
362	0.00848951115
363	0.008457214302
364	0.008418925255
365	0.008385256237
366	0.008354929078
367	0.008344877747
368	0.008324863446
369	0.008299847226
370	0.008253279334
371	0.008217488454
372	0.008208968112
373	0.008176036857
374	0.008152690279
375	0.008119048228
376	0.008092954921
377	0.008047070016
378	0.008020929943
379	0.007981786982
380	0.007963213131
381	0.007952471194
382	0.007915264542
383	0.007893648426
384	0.007872638795
385	0.007844096373
386	0.007826768513
387	0.007813222889
388	0.007810185405
389	0.007784516254
390	0.007767590932
391	0.007733148471
392	0.007654464289
393	0.007639646895
394	0.007626526487
395	0.007605261538
396	0.007569878645
397	0.007544943107
398	0.007532492924
399	0.007474551077
400	0.007434106892
401	0.007411145348
402	0.007395095173
403	0.007367841056
404	0.007286499369
405	0.007263473432
406	0.007255952923
407	0.007233900288
408	0.007207053459
409	0.007156887654
410	0.007128816398
411	0.007095694456
412	0.007091586572
413	0.0070741514
414	0.007060456031
415	0.007037388187
416	0.007007386936
417	0.006986467381
418	0.006961457024
419	0.006933730866
420	0.006916593806
421	0.006841227148
422	0.0068318243
423	0.00680742788
424	0.006775499952
425	0.006742399919
426	0.006730250068
427	0.006723443018
428	0.006691817887
429	0.006655353085
430	0.006642537446
431	0.006606338227
432	0.006587465747
433	0.006559079831
434	0.006552998545
435	0.006527814422
436	0.006486907937
437	0.006447520825
438	0.006408957726
439	0.006375965203
440	0.006340277798
441	0.006335766599
442	0.006294846482
443	0.006262802672
444	0.006248874094
445	0.006225295038
446	0.006208167205
447	0.006189379071
448	0.006183749299
449	0.006144322278
450	0.006141299835
451	0.006108491504
452	0.006087113065
453	0.006066534042
454	0.006048804972
455	0.006019348594
456	0.006007546675
457	0.005985013089
458	0.005973668665
459	0.005955973634
460	0.005939632089
461	0.005919873139
462	0.005894373056
463	0.005848277901
464	0.005825527978
465	0.005805175206
466	0.005798330607
467	0.005787483803
468	0.005751493813
469	0.005736575948
470	0.005728084682
471	0.005713229684
472	0.005686685943
473	0.005669830078
474	0.005664358882
475	0.005651280908
476	0.0056276736
477	0.005605709751
478	0.005596585569
479	0.005583976616
480	0.005560339568
481	0.005552162584
482	0.005541499108
483	0.005516272229
484	0.005508752603
485	0.005496723559
486	0.005485290295
487	0.005477243878
488	0.005452616876
489	0.00542868243
490	0.005392544101
491	0.005386194504
492	0.005381487236
493	0.005362341692
494	0.005355634984
495	0.005313460724
496	0.005309268733
497	0.005296297212
498	0.00528364471
499	0.005257891328
500	0.005235498296
501	0.005209833643
502	0.005186306665
503	0.005174002589
504	0.00515887691
505	0.00514832937
506	0.005138217408
507	0.005122957634
508	0.005114451902
509	0.005092262398
510	0.005078484077
511	0.005073616893
512	0.005062399904
513	0.005046342992
514	0.005037324727
515	0.005023342251
516	0.005008901767
517	0.004986297223
518	0.004968773934
519	0.004953905791
520	0.004942295679
521	0.00492950615
522	0.004920694249
523	0.004893744404
524	0.004886228355
525	0.004879035198
526	0.00487323519
527	0.004866879357
528	0.004847639931
529	0.004834018011
530	0.004816434381
531	0.004808277394
532	0.004789972564
533	0.004769506775
534	0.004749208018
535	0.004736661393
536	0.004726335496
537	0.004713459785
538	0.00469944275
539	0.004688339627
540	0.004682786037
541	0.004668979437
542	0.004656452384
543	0.004648866878
544	0.004628741449
545	0.00462446961
546	0.004613855882
547	0.004592117397
548	0.004584420955
549	0.004576296673
550	0.004559020847
551	0.004542061509
552	0.004520923332
553	0.004512625498
554	0.004495263601
555	0.004488275665
556	0.004479727255
557	0.004471138732
558	0.004454603585
559	0.00444800548
560	0.004430307026
561	0.004418859218
562	0.004415389247
563	0.004398988183
564	0.00438963941
565	0.004378859458
566	0.00436635077
567	0.004357157561
568	0.004350085847
569	0.004338129998
570	0.004332324191
571	0.004319167708
572	0.004301296565
573	0.004295278548
574	0.00428971109
575	0.004271117113
576	0.004252430919
577	0.004238486566
578	0.004224725685
579	0.004199606959
580	0.004193610564
581	0.004184023202
582	0.004176281882
583	0.004166884282
584	0.004143999288
585	0.004142206582
586	0.004138705657
587	0.004134240422
588	0.004128622525
589	0.004120831437
590	0.004109697525
591	0.004092386378
592	0.004086278818
593	0.004081426824
594	0.004069339169
595	0.004062086205
596	0.004051219782
597	0.004038261381
598	0.004031482311
599	0.004017814653
600	0.004013519078
601	0.003998666536
602	0.003991112565
603	0.003985326002
604	0.003978709032
605	0.003972670868
606	0.003958121271
607	0.003947365683
608	0.00393878171
609	0.003919663662
610	0.003906164317
611	0.003894979237
612	0.003887234062
613	0.003877097274
614	0.003867417114
615	0.003837320534
616	0.003813493292
617	0.003802732267
618	0.003792087563
619	0.003783900515
620	0.003776061701
621	0.00376139303
622	0.003754838039
623	0.003743647815
624	0.003738553548
625	0.003733098152
626	0.003727587431
627	0.003720057293
628	0.0037145263
629	0.003706605477
630	0.00369615977
631	0.003689668907
632	0.003683184211
633	0.003677745883
634	0.003672701839
635	0.00365811048
636	0.003651026009
637	0.003638193769
638	0.003632828518
639	0.003624693406
640	0.003615328236
641	0.003612470048
642	0.003609312287
643	0.003604369683
644	0.003594175009
645	0.003587358867
646	0.003581131426
647	0.003579551154
648	0.003572526002
649	0.003569292986
650	0.003562828727
651	0.003555626414
652	0.003553134477
653	0.003547351138
654	0.003543474238
655	0.003532108901
656	0.003524393578
657	0.003511571549
658	0.003498782645
659	0.003496208529
660	0.003489754076
661	0.003483645549
662	0.003453970118
663	0.003443233788
664	0.003434574415
665	0.003426622446
666	0.003419452439
667	0.003407318623
668	0.003402160569
669	0.003387810317
670	0.003374000495
671	0.003362577375
672	0.003352141512
673	0.003349165522
674	0.003339809752
675	0.003334251178
676	0.003327126476
677	0.00331714944
678	0.003303071402
679	0.003298949741
680	0.003286193695
681	0.003280712156
682	0.003273811607
683	0.003257371305
684	0.003245985443
685	0.003243502971
686	0.003236777674
687	0.003215568964
688	0.003209346536
689	0.00320405656
690	0.003187766343
691	0.003181193252
692	0.003175659294
693	0.003171891747
694	0.003158859925
695	0.003156013388
696	0.003149190559
697	0.003145911597
698	0.003135792685
699	0.00312596233
700	0.003120478603
701	0.003111769412
702	0.003109442911
703	0.003103222467
704	0.00309976632
705	0.003090649704
706	0.003086654026
707	0.003078631857
708	0.003058645832
709	0.003050947905
710	0.003039607214
711	0.003037058261
712	0.003018572992
713	0.003015306161
714	0.003009607542
715	0.003006629824
716	0.002998565783
717	0.002991695458
718	0.00298739722
719	0.002983396057
720	0.002979564738
721	0.002970493527
722	0.002963021458
723	0.002956866317
724	0.002951347538
725	0.002946761325
726	0.002936525701
727	0.002934917862
728	0.002929330767
729	0.002927342492
730	0.002924251189
731	0.002922586259
732	0.002919168147
733	0.002914098177
734	0.002911280342
735	0.002908409294
736	0.002905247541
737	0.002901927049
738	0.00290055538
739	0.002892350022
740	0.002887560403
741	0.002884544854
742	0.002880839515
743	0.002863959266
744	0.00286028486
745	0.002858194286
746	0.002856343645
747	0.002850581319
748	0.002845875081
749	0.002838950916
750	0.002832279715
751	0.002820016469
752	0.002813048325
753	0.002801445407
754	0.002799190796
755	0.00279451908
756	0.002788009875
757	0.002785472181
758	0.002781713591
759	0.002773764213
760	0.002767911396
761	0.002763371512
762	0.002751841101
763	0.002750319155
764	0.00274446065
765	0.002735475423
766	0.00273087243
767	0.002726125847
768	0.002723173363
769	0.002720792348
770	0.00271790259
771	0.002712224211
772	0.002703744113
773	0.002699719809
774	0.002695986397
775	0.002691503677
776	0.002687882831
777	0.002684878865
778	0.002681380469
779	0.002678488094
780	0.002676315871
781	0.002673650128
782	0.002668087151
783	0.002663901098
784	0.00266090692
785	0.002652218362
786	0.002649547509
787	0.002646445849
788	0.002642650729
789	0.00263853893
790	0.00263443396
791	0.002630620435
792	0.00262518871
793	0.002620969868
794	0.002618427896
795	0.002614073792
796	0.002613410917
797	0.002604952038
798	0.002603089959
799	0.002597012864
800	0.002591717398
801	0.002588562191
802	0.002583506678
803	0.002580589463
804	0.002573610192
805	0.002570289789
806	0.002567526927
807	0.002557583893
808	0.002554957551
809	0.002549614015
810	0.002547313316
811	0.002543843135
812	0.002534582073
813	0.002531234335
814	0.002525591401
815	0.002524492822
816	0.002511907822
817	0.00250993418
818	0.002508718133
819	0.002506661396
820	0.002501688818
821	0.002498589211
822	0.002496169387
823	0.002492743223
824	0.002488824495
825	0.002486456005
826	0.002481431689
827	0.002474543781
828	0.002469864273
829	0.002467294357
830	0.002462900331
831	0.00245913436
832	0.002455821476
833	0.002453487607
834	0.002446929174
835	0.002443433716
836	0.002438573788
837	0.002436609199
838	0.002435068026
839	0.002432260089
840	0.002429430289
841	0.002425750879
842	0.002423763434
843	0.002422201043
844	0.002413672118
845	0.002410618332
846	0.002406550635
847	0.002402887589
848	0.002400672713
849	0.002396158187
850	0.002394977516
851	0.002391891607
852	0.00238831778
853	0.002383978167
854	0.002381477769
855	0.002379431886
856	0.00236937817
857	0.002357381097
858	0.002355770766
859	0.002352108576
860	0.002350075281
861	0.002348256446
862	0.002344658578
863	0.002340588507
864	0.002336280412
865	0.002334069291
866	0.002332002722
867	0.002327729219
868	0.002325458866
869	0.002323418441
870	0.002318689571
871	0.002314125824
872	0.002312000664
873	0.002310601581
874	0.002305721452
875	0.002301160399
876	0.002296726962
877	0.002293480955
878	0.002290877137
879	0.002287573103
880	0.002286510541
881	0.002284658231
882	0.002278285518
883	0.002272542601
884	0.002269267008
885	0.002263847757
886	0.002261598322
887	0.002258038275
888	0.002256467049
889	0.002254294411
890	0.002243812022
891	0.002240545999
892	0.002238951463
893	0.002235128498
894	0.002231536151
895	0.002229527437
896	0.002221621805
897	0.002217638832
898	0.002214446885
899	0.002213452828
900	0.002212179055
901	0.002208157799
902	0.002203525272
903	0.00220001627
904	0.002194163983
905	0.002192758811
906	0.002189923061
907	0.002182544012
908	0.002178658175
909	0.002176888133
910	0.002174222106
911	0.002172888163
912	0.002171132926
913	0.002169335262
914	0.002169065135
915	0.002164130566
916	0.002161968978
917	0.002159484714
918	0.002153217456
919	0.002151407303
920	0.002147226496
921	0.002145785458
922	0.002141606947
923	0.002139349972
924	0.00213478625
925	0.002133543849
926	0.002132864103
927	0.00213053655
928	0.002125519386
929	0.002123044327
930	0.002118916488
931	0.00210890139
932	0.002106092711
933	0.002102391969
934	0.002099731641
935	0.002095999041
936	0.002091535261
937	0.002089025694
938	0.002086742079
939	0.00208343106
940	0.002079904582
941	0.002077413678
942	0.002072910377
943	0.002070241333
944	0.002067422484
945	0.002065714616
946	0.002064600721
947	0.00206165457
948	0.002060424407
949	0.002053629361
950	0.002047504026
951	0.002044301073
952	0.002040232682
953	0.002038725997
954	0.002036494253
955	0.002032907289
956	0.002030699378
957	0.002029034259
958	0.002027046431
959	0.002025426016
960	0.002021538719
961	0.00201873537
962	0.002013785406
963	0.002010942136
964	0.002009041181
965	0.002005040902
966	0.002000825189
967	0.001998685597
968	0.001994010067
969	0.001991646894
970	0.001988437061
971	0.001986522676
972	0.001985839349
973	0.001983971352
974	0.00198216693
975	0.001981141263
976	0.001977404948
977	0.001975377851
978	0.001973655377
979	0.001970526411
980	0.001967103026
981	0.001964816214
982	0.001962876811
983	0.001960111607
984	0.00195947055
985	0.001957413896
986	0.001955579108
987	0.001953137348
988	0.00195177467
989	0.001950382741
990	0.001949014638
991	0.001944131746
992	0.001941345493
993	0.001936695453
994	0.001934679425
995	0.001932433076
996	0.001930971514
997	0.00192972068
998	0.001923928341
999	0.001918571913
